Frequency,DB(MAG(V(N_out))),MAG(V(N_out)),
50118.72336272723,-63.40806004616768,0.0006754558971431039,
63095.73444801933,-65.40924376065057,0.0005364605764934234,
79432.82347242815,-67.4111384119246,0.00042603284213504195,
100000,-69.41415253750259,0.0003382925028118325,
125892.54117941672,-71.41893567355201,0.000268567351479817,
158489.31924611135,-73.42651759106555,0.0002131444950397348,
199526.23149688795,-75.43852814974372,0.00016907274062405732,
251188.643150958,-77.45754303893759,0.0001340055692821257,
316227.7660168379,-79.48762458781012,0.0001060763995846302,
398107.1705534973,-81.53516087733959,0.00008379960202842334,
501187.2336272723,-83.6101510624918,0.00006599217569945622,
630957.3444801932,-85.72813362586147,0.00005171223623182191,
794328.2347242815,-87.91298139994188,0.00004021156075918923,
1000000,-90.20072213755117,0.00003090038518633243,
1258925.4117941672,-92.64423185254942,0.000023323214550146465,
1584893.1924611134,-95.31783098421849,0.00001714385365521674,
1995262.3149688796,-98.31925992588786,0.000012134922406726883,
2511886.43150958,-101.76459091755862,0.00000816150881672576,
3162277.6601683795,-105.77136420184225,0.000005145549848970537,
3981071.7055349727,-110.43015772558094,0.00000300948451966353,
5011872.336272723,-115.77527223998257,0.000001626433788447815,
6309573.444801932,-121.77200763554072,8.154542832160506e-7,
7943282.347242815,-128.3295230089956,3.8328678825326066e-7,
10000000,-135.33019353101398,1.711947032246743e-7,
12589254.117941672,-142.6579890865395,7.363775601888321e-8,
15848931.924611134,-150.2152558818524,3.084872406739533e-8,
19952623.149688795,-157.92773868626637,1.26944259238413e-8,
25118864.3150958,-165.74256384175132,5.162639594997978e-9,
31622776.60168379,-173.62361343245442,2.0836238906757988e-9,
39810717.05534972,-181.54679800556457,8.368740468521412e-10,
50118723.362727225,-189.4961831368905,3.3511266623912765e-10,
63095734.448019326,-197.46110739500884,1.3395058981606587e-10,
79432823.47242814,-205.4341132100902,5.349267787726555e-11,
100000000,-213.40943837156394,2.1356401717845073e-11,
