Frequency,DB(MAG(V(N_out))),MAG(V(N_out)),
630957.3444801932,-0.10781942383126537,0.987663555693645,
794328.2347242815,-0.16947359074141266,0.9806777465993779,
1000000,-0.2654306584551746,0.9699033672207842,
1258925.4117941672,-0.41329840341874424,0.9535315773994407,
1584893.1924611134,-0.6378038925447326,0.9292012928196518,
1995262.3149688796,-0.9714308352980071,0.8941872194433391,
2511886.43150958,-1.4527121249641939,0.8459883719860505,
3162277.6601683795,-2.1206416316373233,0.7833717725077307,
3981071.7055349727,-3.0052994239923043,0.7075139851360116,
5011872.336272723,-4.118197187556964,0.6224294610141268,
6309573.444801932,-5.448044955673093,0.534069469896237,
7943282.347242815,-6.9648992044038485,0.4484923501666704,
10000000,-8.629787209931669,0.3702632761327861,
12589254.117941672,-10.40410556715851,0.30185246144463074,
15848931.924611134,-12.255247614854202,0.2439145003627416,
19952623.149688795,-14.158335295010419,0.19592201342985435,
25118864.3150958,-16.09558294386423,0.15675480163790456,
31622776.60168379,-18.054760897908018,0.12510133813361857,
39810717.05534972,-20.027600100706724,0.09968274641385053,
50118723.362727225,-22.008459799928843,0.07935549591228082,
63095734.448019326,-23.993301175378516,0.06314441458395684,
79432823.47242814,-25.978897045552273,0.050240638220177276,
100000000,-27.962175260184473,0.039984460170513464,
